ensembl_gene_id	hgnc_symbol	description	source	logFC	logCPM	LR	PValue	FDR
ENSOCUG00000026150	CD19	CD19 molecule 	Source:HGNC Symbol;Acc:HGNC:1633	2.104706698	-0.738756727	17.27127573	3.24E-05	0.00433328
ENSOCUG00000013273	MS4A15	membrane spanning 4-domains A15 	Source:HGNC Symbol;Acc:HGNC:28573	6.133160772	-2.531525888	17.22548989	3.32E-05	0.004414035
ENSOCUG00000027981	ISG15	ISG15 ubiquitin-like modifier 	Source:HGNC Symbol;Acc:HGNC:4053	4.185862889	7.55747431	17.20196245	3.36E-05	0.004444073
ENSOCUG00000002383	LPAR6	lysophosphatidic acid receptor 6 	Source:HGNC Symbol;Acc:HGNC:15520	0.962970739	3.304496784	17.14339782	3.47E-05	0.004557756
ENSOCUG00000024349				1.454372317	3.951553381	17.0476095	3.65E-05	0.004749997
ENSOCUG00000025135				1.618051856	4.630999403	17.04395067	3.65E-05	0.004749997
ENSOCUG00000012028	PIM1	"Pim-1 proto-oncogene, serine/threonine kinase "	Source:HGNC Symbol;Acc:HGNC:8986	1.628488477	4.027277662	17.00504707	3.73E-05	0.004821827
ENSOCUG00000025499				2.468246841	0.16481856	16.95122937	3.84E-05	0.004933504
ENSOCUG00000012904	LAYN	layilin 	Source:HGNC Symbol;Acc:HGNC:29471	-1.128746886	1.324248579	16.81613014	4.12E-05	0.005268818
ENSOCUG00000005571	CA5B	carbonic anhydrase 5B 	Source:HGNC Symbol;Acc:HGNC:1378	1.068995828	0.977361272	16.77330065	4.21E-05	0.005360115
ENSOCUG00000002702	RSAD1	radical S-adenosyl methionine domain containing 1 	Source:HGNC Symbol;Acc:HGNC:25634	-1.013972819	1.393565293	16.76308728	4.23E-05	0.005360225
ENSOCUG00000022168	SDS	serine dehydratase 	Source:HGNC Symbol;Acc:HGNC:10691	-2.34441376	6.552466489	16.64312488	4.51E-05	0.005679745
ENSOCUG00000003000	BCL2L14	BCL2 like 14 	Source:HGNC Symbol;Acc:HGNC:16657	2.18281899	0.594974751	16.567579	4.69E-05	0.005879276
ENSOCUG00000026206				1.979530972	0.170413882	16.5150651	4.83E-05	0.005992701
ENSOCUG00000015574	S1PR1	sphingosine-1-phosphate receptor 1 	Source:HGNC Symbol;Acc:HGNC:3165	-1.12063219	3.895556183	16.51138351	4.84E-05	0.005992701
ENSOCUG00000002556	BAK1	BCL2 antagonist/killer 1 	Source:HGNC Symbol;Acc:HGNC:949	1.012572349	4.523687602	16.38434421	5.17E-05	0.006346687
ENSOCUG00000011585				1.214539121	4.11649076	16.38283832	5.18E-05	0.006346687
ENSOCUG00000016421	GRINA	glutamate ionotropic receptor NMDA type subunit associated protein 1 	Source:HGNC Symbol;Acc:HGNC:4589	1.044065144	5.415530102	16.34447384	5.28E-05	0.006416384
ENSOCUG00000021842				1.527651551	2.96972177	16.3425998	5.29E-05	0.006416384
ENSOCUG00000005286	CACNA2D2	calcium voltage-gated channel auxiliary subunit alpha2delta 2 	Source:HGNC Symbol;Acc:HGNC:1400	1.604557709	1.823033035	16.23621801	5.59E-05	0.00675229
ENSOCUG00000012213	DYNC1I1	dynein cytoplasmic 1 intermediate chain 1 	Source:HGNC Symbol;Acc:HGNC:2963	-3.743594952	-2.183480837	16.17918623	5.76E-05	0.006920128
ENSOCUG00000016195	MTBP	MDM2 binding protein 	Source:HGNC Symbol;Acc:HGNC:7417	1.947348739	0.617819687	16.17047362	5.79E-05	0.006920128
ENSOCUG00000029428	GIMAP2	"GTPase, IMAP family member 2 "	Source:HGNC Symbol;Acc:HGNC:21789	2.265829966	0.549373054	16.12850933	5.92E-05	0.007021838
ENSOCUG00000002613	VCAN	versican 	Source:HGNC Symbol;Acc:HGNC:2464	1.596873005	2.06087762	16.12380202	5.93E-05	0.007021838
ENSOCUG00000003913	TRIM14	tripartite motif containing 14 	Source:HGNC Symbol;Acc:HGNC:16283	1.091391423	5.56892863	16.10701601	5.99E-05	0.007031709
ENSOCUG00000015419				-1.045455322	2.071853224	16.10229704	6.00E-05	0.007031709
ENSOCUG00000007814				1.20924218	3.722247157	16.07824285	6.08E-05	0.007086513
ENSOCUG00000009322	MCOLN2	mucolipin 2 	Source:HGNC Symbol;Acc:HGNC:13357	2.504314068	0.399597733	16.05431819	6.16E-05	0.007141436
ENSOCUG00000006113	PLEK	pleckstrin 	Source:HGNC Symbol;Acc:HGNC:9070	2.225835042	3.348863247	16.0077593	6.31E-05	0.007283518
ENSOCUG00000009311	CD84	CD84 molecule 	Source:HGNC Symbol;Acc:HGNC:1704	1.139540468	3.241805386	15.78391675	7.10E-05	0.008158167
ENSOCUG00000008179	RHBDL3	rhomboid like 3 	Source:HGNC Symbol;Acc:HGNC:16502	2.509282427	0.300695365	15.75528168	7.21E-05	0.008242575
ENSOCUG00000017492	CENPF	centromere protein F 	Source:HGNC Symbol;Acc:HGNC:1857	2.546608445	2.766991155	15.73088573	7.30E-05	0.008279372
ENSOCUG00000014956				0.710814811	4.289818808	15.72866567	7.31E-05	0.008279372
ENSOCUG00000002984	DOCK9	dedicator of cytokinesis 9 	Source:HGNC Symbol;Acc:HGNC:14132	0.923342495	3.722762301	15.70096729	7.42E-05	0.008361494
ENSOCUG00000004627	APH1B	"aph-1 homolog B, gamma-secretase subunit "	Source:HGNC Symbol;Acc:HGNC:24080	1.371420834	4.605116796	15.68639519	7.48E-05	0.008386228
ENSOCUG00000005631	CD40	CD40 molecule 	Source:HGNC Symbol;Acc:HGNC:11919	1.41347729	1.522543242	15.65579485	7.60E-05	0.008482815
ENSOCUG00000022530	ACVRL1	activin A receptor like type 1 	Source:HGNC Symbol;Acc:HGNC:175	0.825069181	3.433785887	15.56000974	7.99E-05	0.008881692
ENSOCUG00000002249	DHRS7	dehydrogenase/reductase 7 	Source:HGNC Symbol;Acc:HGNC:21524	1.07145927	4.731243777	15.52732309	8.13E-05	0.008994363
ENSOCUG00000025995	ASB2	ankyrin repeat and SOCS box containing 2 	Source:HGNC Symbol;Acc:HGNC:16012	2.282561117	-1.458709648	15.49413326	8.28E-05	0.009075455
ENSOCUG00000015803		tubulointerstitial nephritis antigen  	Source:RefSeq peptide;Acc:NP_001076255	6.802569631	-0.857303761	15.4927722	8.28E-05	0.009075455
ENSOCUG00000004023	G0S2	G0/G1 switch 2 	Source:HGNC Symbol;Acc:HGNC:30229	-2.169687252	3.888040914	15.4715158	8.38E-05	0.009081729
ENSOCUG00000029190	PLAC8	placenta specific 8 	Source:HGNC Symbol;Acc:HGNC:19254	2.722598027	4.762688256	15.46099576	8.42E-05	0.009081729
ENSOCUG00000012802				1.452011696	0.685360184	15.45753227	8.44E-05	0.009081729
ENSOCUG00000003388	SCARB2	scavenger receptor class B member 2 	Source:HGNC Symbol;Acc:HGNC:1665	0.695397907	7.975190717	15.45678437	8.44E-05	0.009081729
ENSOCUG00000003182	TMEM140	transmembrane protein 140 	Source:HGNC Symbol;Acc:HGNC:21870	0.782030382	3.618872611	15.39514343	8.72E-05	0.009340382
ENSOCUG00000027499				0.923968422	3.741126651	15.32557398	9.05E-05	0.009647063
ENSOCUG00000015177	BHLHE40	basic helix-loop-helix family member e40 	Source:HGNC Symbol;Acc:HGNC:1046	1.329387539	5.230459611	15.27955191	9.27E-05	0.009840651
ENSOCUG00000017892	ZC3HAV1	"zinc finger CCCH-type containing, antiviral 1 "	Source:HGNC Symbol;Acc:HGNC:23721	1.58464638	4.559523057	15.22014424	9.57E-05	0.0100791
ENSOCUG00000016231	SLC16A5	solute carrier family 16 member 5 	Source:HGNC Symbol;Acc:HGNC:10926	2.72368363	-0.67394729	15.21047748	9.62E-05	0.0100791
ENSOCUG00000010571	PTPN18	"protein tyrosine phosphatase, non-receptor type 18 "	Source:HGNC Symbol;Acc:HGNC:9649	1.117600554	4.943157882	15.20909456	9.62E-05	0.0100791
ENSOCUG00000006056	MAP3K8	mitogen-activated protein kinase kinase kinase 8 	Source:HGNC Symbol;Acc:HGNC:6860	1.490151822	2.009713679	15.17302825	9.81E-05	0.010228199
ENSOCUG00000014141				1.014336257	8.568229714	15.11244058	0.000101294	0.010515427
ENSOCUG00000004422	BTG2	BTG anti-proliferation factor 2 	Source:HGNC Symbol;Acc:HGNC:1131	1.293128133	4.804410866	15.08710488	0.000102662	0.010548599
ENSOCUG00000005719	Mar-05	membrane associated ring-CH-type finger 5 	Source:HGNC Symbol;Acc:HGNC:26025	0.69735693	6.566893806	15.08528852	0.000102761	0.010548599
ENSOCUG00000007680	RTP4	receptor transporter protein 4 	Source:HGNC Symbol;Acc:HGNC:23992	1.849182693	6.968208087	15.08181825	0.00010295	0.010548599
ENSOCUG00000012082	ATAD1	"ATPase family, AAA domain containing 1 "	Source:HGNC Symbol;Acc:HGNC:25903	1.036275597	4.106158944	15.07080841	0.000103552	0.010564571
ENSOCUG00000013304				1.533868008	4.152771712	15.05278469	0.000104546	0.010620158
ENSOCUG00000021907	SPATA2	spermatogenesis associated 2 	Source:HGNC Symbol;Acc:HGNC:14681	1.092840526	2.058106113	14.96192035	0.000109703	0.011096392
ENSOCUG00000000146	IQGAP1	IQ motif containing GTPase activating protein 1 	Source:HGNC Symbol;Acc:HGNC:6110	0.6870073	5.453475207	14.9065629	0.000112969	0.011378171
ENSOCUG00000000983	TMEM256-PLSCR3	TMEM256-PLSCR3 readthrough (NMD candidate) 	Source:HGNC Symbol;Acc:HGNC:49186	1.069626411	2.711490658	14.86998217	0.000115181	0.011551813
ENSOCUG00000001885	GSDMD	gasdermin D 	Source:HGNC Symbol;Acc:HGNC:25697	1.129662543	5.539169442	14.80749394	0.000119061	0.01189057
ENSOCUG00000019415				2.371135331	0.300505586	14.7124223	0.000125219	0.012452938
ENSOCUG00000007896	MILR1	mast cell immunoglobulin like receptor 1 	Source:HGNC Symbol;Acc:HGNC:27570	1.610028458	1.902359897	14.54653615	0.00013674	0.013541818
ENSOCUG00000017835	DNMT3B	DNA methyltransferase 3 beta 	Source:HGNC Symbol;Acc:HGNC:2979	-1.65735551	2.238093438	14.46919617	0.00014247	0.014050551
ENSOCUG00000008606				3.108034911	1.056789244	14.43401143	0.000145157	0.014256096
ENSOCUG00000006633	KCNK5	potassium two pore domain channel subfamily K member 5 	Source:HGNC Symbol;Acc:HGNC:6280	-1.104385369	5.001663369	14.33751228	0.00015279	0.014943724
ENSOCUG00000012271	TNFSF13B	tumor necrosis factor superfamily member 13b 	Source:HGNC Symbol;Acc:HGNC:11929	1.437666202	1.359261356	14.29738476	0.000156082	0.015202859
ENSOCUG00000015723	SLC15A3	solute carrier family 15 member 3 	Source:HGNC Symbol;Acc:HGNC:18068	1.089858624	4.636391825	14.25240843	0.000159856	0.015505502
ENSOCUG00000004353	WDFY1	WD repeat and FYVE domain containing 1 	Source:HGNC Symbol;Acc:HGNC:20451	0.781366443	6.508997136	14.24485613	0.000160499	0.015505502
ENSOCUG00000004654				1.022647872	2.158208991	14.21469437	0.000163092	0.015691966
ENSOCUG00000019353				1.916638783	0.579775876	14.14803073	0.000168974	0.016192076
ENSOCUG00000001687	SPIDR	scaffolding protein involved in DNA repair 	Source:HGNC Symbol;Acc:HGNC:28971	1.223223965	5.638915982	14.09562057	0.000173748	0.01658241
ENSOCUG00000008491	TES	testin LIM domain protein 	Source:HGNC Symbol;Acc:HGNC:14620	1.234063522	3.346459286	14.0784866	0.000175338	0.016666953
ENSOCUG00000006999	C2	complement C2 	Source:HGNC Symbol;Acc:HGNC:1248	0.78015492	9.593942073	14.01911196	0.000180962	0.017132751
ENSOCUG00000002337	PRR11	proline rich 11 	Source:HGNC Symbol;Acc:HGNC:25619	2.499335241	0.988656428	13.95859205	0.000186882	0.017622709
ENSOCUG00000006861	PPP2R2B	protein phosphatase 2 regulatory subunit Bbeta 	Source:HGNC Symbol;Acc:HGNC:9305	1.406289752	3.840413723	13.91525179	0.00019124	0.017962173
ENSOCUG00000004307	EFNA1	ephrin A1 	Source:HGNC Symbol;Acc:HGNC:3221	0.826128157	5.529667661	13.90122747	0.000192673	0.018025169
ENSOCUG00000014239	TMEM56-RWDD3	TMEM56-RWDD3 readthrough 	Source:HGNC Symbol;Acc:HGNC:49388	0.820924274	4.262063192	13.85787269	0.000197169	0.018357948
ENSOCUG00000022411	GPR33	G protein-coupled receptor 33 (gene/pseudogene) 	Source:HGNC Symbol;Acc:HGNC:4489	5.634067273	-2.376629487	13.85204939	0.000197781	0.018357948
ENSOCUG00000021792				-1.926228993	-0.855472834	13.81632274	0.000201577	0.018637245
ENSOCUG00000011399	TTLL5	tubulin tyrosine ligase like 5 	Source:HGNC Symbol;Acc:HGNC:19963	1.163104598	3.280405431	13.78731147	0.000204714	0.018853617
ENSOCUG00000002114				1.417543426	3.672654782	13.6954275	0.000214977	0.019722081
ENSOCUG00000012608	PTGER2	prostaglandin E receptor 2 	Source:HGNC Symbol;Acc:HGNC:9594	1.280856157	1.72768702	13.66022826	0.000219045	0.020017657
ENSOCUG00000006672				-0.65639085	4.257773004	13.58810475	0.000227623	0.020721602
ENSOCUG00000025942				1.919004916	5.447686316	13.56452243	0.000230501	0.020903178
ENSOCUG00000012449	HCLS1	hematopoietic cell-specific Lyn substrate 1 	Source:HGNC Symbol;Acc:HGNC:4844	1.165609608	3.730592646	13.49003574	0.000239834	0.021666497
ENSOCUG00000009160	IL17RA	interleukin 17 receptor A 	Source:HGNC Symbol;Acc:HGNC:5985	1.027487463	4.231603914	13.40906584	0.000250411	0.022473115
ENSOCUG00000003767	RCBTB1	RCC1 and BTB domain containing protein 1 	Source:HGNC Symbol;Acc:HGNC:18243	0.805314806	6.257981066	13.40719245	0.000250661	0.022473115
ENSOCUG00000002523	POLD3	"DNA polymerase delta 3, accessory subunit "	Source:HGNC Symbol;Acc:HGNC:20932	0.855521928	4.101562111	13.39330189	0.000252524	0.022554722
ENSOCUG00000024432				4.590534521	3.872991226	13.29555869	0.000266036	0.023672164
ENSOCUG00000013417	NAMPT	nicotinamide phosphoribosyltransferase 	Source:HGNC Symbol;Acc:HGNC:30092	0.711245173	6.554110838	13.25289406	0.000272159	0.024126367
ENSOCUG00000003367	TLR2	toll like receptor 2 	Source:HGNC Symbol;Acc:HGNC:11848	1.440131181	2.498276296	13.21871242	0.000277168	0.024460453
ENSOCUG00000003344	IDO1	"indoleamine 2,3-dioxygenase 1 "	Source:HGNC Symbol;Acc:HGNC:6059	1.337938593	2.557322007	13.21312869	0.000277995	0.024460453
ENSOCUG00000000931	GNB4	G protein subunit beta 4 	Source:HGNC Symbol;Acc:HGNC:20731	1.280712041	2.150950743	13.14807538	0.000287815	0.025195521
ENSOCUG00000013092	IL27	interleukin 27 	Source:HGNC Symbol;Acc:HGNC:19157	3.642625206	-2.327044533	13.14376225	0.000288478	0.025195521
ENSOCUG00000005159	ANLN	anillin actin binding protein 	Source:HGNC Symbol;Acc:HGNC:14082	2.539130376	0.825711974	13.12103191	0.000291999	0.025409294
ENSOCUG00000021313				1.521761707	4.350001291	13.10494427	0.000294517	0.025534554
ENSOCUG00000015827	HAAO	"3-hydroxyanthranilate 3,4-dioxygenase "	Source:HGNC Symbol;Acc:HGNC:4796	-0.759910001	7.52833457	13.05816198	0.000301966	0.02608476
ENSOCUG00000008356	PLA2G5	phospholipase A2 group V 	Source:HGNC Symbol;Acc:HGNC:9038	4.871168927	-2.530664298	12.93620123	0.000322288	0.027739066
ENSOCUG00000008289	FBXO7	F-box protein 7 	Source:HGNC Symbol;Acc:HGNC:13586	0.52390044	5.277817001	12.89736035	0.000329046	0.028170023
ENSOCUG00000025300				1.156219037	9.896141121	12.89109797	0.000330149	0.028170023
ENSOCUG00000010109	BIRC3	baculoviral IAP repeat containing 3 	Source:HGNC Symbol;Acc:HGNC:591	1.437658031	5.741545197	12.88703626	0.000330866	0.028170023
ENSOCUG00000027854	TLR5	toll like receptor 5 	Source:HGNC Symbol;Acc:HGNC:11851	1.236279233	4.484580577	12.8225271	0.000342471	0.029053557
ENSOCUG00000002860	PIWIL4	piwi like RNA-mediated gene silencing 4 	Source:HGNC Symbol;Acc:HGNC:18444	-4.283474738	-2.825614208	12.74934014	0.000356135	0.030104836
ENSOCUG00000022351				1.201412392	9.329136509	12.695315	0.000366573	0.030856595
ENSOCUG00000021111	MOB3C	MOB kinase activator 3C 	Source:HGNC Symbol;Acc:HGNC:29800	0.953999938	4.313596292	12.68990326	0.000367635	0.030856595
ENSOCUG00000013403	L3HYPDH	trans-L-3-hydroxyproline dehydratase 	Source:HGNC Symbol;Acc:HGNC:20488	1.673987924	2.357797451	12.58052434	0.000389787	0.032600272
ENSOCUG00000004704	BNIPL	BCL2 interacting protein like 	Source:HGNC Symbol;Acc:HGNC:16976	1.589850441	-1.220690635	12.49639707	0.000407738	0.033981483
ENSOCUG00000006338				2.190813203	-0.989620474	12.4805034	0.000411221	0.034151574
ENSOCUG00000012309	SGCE	sarcoglycan epsilon 	Source:HGNC Symbol;Acc:HGNC:10808	0.598016678	3.346888629	12.45656094	0.000416526	0.034471179
ENSOCUG00000015820	MXD1	MAX dimerization protein 1 	Source:HGNC Symbol;Acc:HGNC:6761	1.226011298	1.060368695	12.37076273	0.000436109	0.03596611
ENSOCUG00000013366	AIM1	absent in melanoma 1 	Source:HGNC Symbol;Acc:HGNC:356	0.761023843	4.563397	12.34804989	0.000441447	0.036279922
ENSOCUG00000001103	CASP1	caspase 1 	Source:HGNC Symbol;Acc:HGNC:1499	1.425319948	0.383954059	12.33882526	0.000443634	0.03633348
ENSOCUG00000007403	BAMBI	BMP and activin membrane bound inhibitor 	Source:HGNC Symbol;Acc:HGNC:30251	-1.069132645	2.569215236	12.32955753	0.000445842	0.0363884
ENSOCUG00000011578	BMP2K	BMP2 inducible kinase 	Source:HGNC Symbol;Acc:HGNC:18041	0.963834873	4.524894642	12.2673509	0.000460952	0.037492359
ENSOCUG00000029196				2.015968803	1.213560399	12.22762515	0.000470871	0.038167961
ENSOCUG00000006348				1.13121019	6.000483104	12.18837754	0.000480882	0.038846395
ENSOCUG00000017726	ITGA11	integrin subunit alpha 11 	Source:HGNC Symbol;Acc:HGNC:6136	1.111573771	1.899550972	12.06650959	0.000513357	0.04132875
ENSOCUG00000026184	VSNL1	visinin like 1 	Source:HGNC Symbol;Acc:HGNC:12722	-2.413135392	-1.984817245	12.01020094	0.000529102	0.042191198
ENSOCUG00000005132	WBSCR28	Williams-Beuren syndrome chromosome region 28 	Source:HGNC Symbol;Acc:HGNC:23018	-4.399042208	-1.866200645	12.00849617	0.000529586	0.042191198
ENSOCUG00000009897	ADM	adrenomedullin 	Source:HGNC Symbol;Acc:HGNC:259	1.594871256	2.963041841	11.99956625	0.000532129	0.042191198
ENSOCUG00000007081	EAF2	ELL associated factor 2 	Source:HGNC Symbol;Acc:HGNC:23115	1.217004361	0.938657358	11.99782775	0.000532626	0.042191198
ENSOCUG00000009582	CLEC5A	C-type lectin domain family 5 member A 	Source:HGNC Symbol;Acc:HGNC:2054	1.602594344	-0.425466715	11.9936592	0.000533819	0.042191198
ENSOCUG00000006769	BTNL2	butyrophilin like 2 	Source:HGNC Symbol;Acc:HGNC:1142	1.440931431	1.69051205	11.99035757	0.000534765	0.042191198
ENSOCUG00000002858	CDK1	cyclin dependent kinase 1 	Source:HGNC Symbol;Acc:HGNC:1722	1.983329375	3.552820403	11.95713878	0.000544384	0.042807394
ENSOCUG00000017191	ART4	ADP-ribosyltransferase 4 (Dombrock blood group) 	Source:HGNC Symbol;Acc:HGNC:726	1.761564347	1.841226828	11.94173093	0.000548905	0.042923178
ENSOCUG00000017546	NABP1	nucleic acid binding protein 1 	Source:HGNC Symbol;Acc:HGNC:26232	1.108568744	3.654993888	11.93976733	0.000549483	0.042923178
ENSOCUG00000010249	UBE2T	ubiquitin conjugating enzyme E2 T 	Source:HGNC Symbol;Acc:HGNC:25009	2.371190842	0.683542748	11.87499293	0.000568927	0.044295822
ENSOCUG00000022194				2.494979829	0.912567045	11.84811427	0.000577198	0.04479243
ENSOCUG00000001882	FAM206A	family with sequence similarity 206 member A 	Source:HGNC Symbol;Acc:HGNC:1364	-0.905076062	2.125347644	11.82483798	0.000584458	0.045207635
ENSOCUG00000000133	NFKBIZ	NFKB inhibitor zeta 	Source:HGNC Symbol;Acc:HGNC:29805	1.478684654	4.090440812	11.80530878	0.000590621	0.045535506
ENSOCUG00000001018	GCK	glucokinase 	Source:HGNC Symbol;Acc:HGNC:4195	-4.232158865	2.859907572	11.79524049	0.000593823	0.045633786
ENSOCUG00000012668	RICTOR	RPTOR independent companion of MTOR complex 2 	Source:HGNC Symbol;Acc:HGNC:28611	1.225938494	3.240054566	11.74069922	0.00061148	0.046838612
ENSOCUG00000003303	CD83	CD83 molecule 	Source:HGNC Symbol;Acc:HGNC:1703	0.953975155	1.85279761	11.71240765	0.000620847	0.0474027
ENSOCUG00000013712	EFHB	EF-hand domain family member B 	Source:HGNC Symbol;Acc:HGNC:26330	2.789170107	-1.593128725	11.63900837	0.00064583	0.048908513
ENSOCUG00000011891	TLE4	transducin like enhancer of split 4 	Source:HGNC Symbol;Acc:HGNC:11840	0.873174747	2.770049569	11.63609379	0.000646843	0.048908513
ENSOCUG00000008516				-0.925503571	0.917536278	11.63432633	0.000647458	0.048908513
ENSOCUG00000003781	MAPRE2	microtubule associated protein RP/EB family member 2 	Source:HGNC Symbol;Acc:HGNC:6891	0.657280536	3.519912075	11.62741497	0.000649868	0.048908513
ENSOCUG00000015039	FNDC1	fibronectin type III domain containing 1 	Source:HGNC Symbol;Acc:HGNC:21184	1.727080348	1.186347311	11.6244603	0.000650901	0.048908513
ENSOCUG00000015570	FRY	FRY microtubule binding protein 	Source:HGNC Symbol;Acc:HGNC:20367	1.124252697	3.164268753	11.59963677	0.000659647	0.049408814
ENSOCUG00000007472				1.256810915	3.755597997	11.59201338	0.000662357	0.049455265
ENSOCUG00000006889	PNPT1	polyribonucleotide nucleotidyltransferase 1 	Source:HGNC Symbol;Acc:HGNC:23166	0.655943271	5.159301829	11.57762586	0.000667501	0.04945975
ENSOCUG00000015789	WARS	tryptophanyl-tRNA synthetase 	Source:HGNC Symbol;Acc:HGNC:12729	1.316466141	6.57751159	11.57267247	0.000669282	0.04945975
ENSOCUG00000013290	DLL1	delta like canonical Notch ligand 1 	Source:HGNC Symbol;Acc:HGNC:2908	1.055984559	1.402591278	11.57261862	0.000669301	0.04945975
ENSOCUG00000000771				2.055955064	-0.189629448	11.56852722	0.000670775	0.04945975
ENSOCUG00000005575	FLOT2	flotillin 2 	Source:HGNC Symbol;Acc:HGNC:3758	0.563203231	4.720937179	11.55007813	0.000677464	0.049797819
