ensembl_gene_id	hgnc_symbol	description	source	logFC	logCPM	LR	PValue	FDR
ENSOCUG00000028069				2.252714993	-0.39910308	16.55124447	4.74E-05	0.005747671
ENSOCUG00000004275	SEMA5A	semaphorin 5A 	Source:HGNC Symbol;Acc:HGNC:10736	1.888176303	1.581586192	16.41928525	5.08E-05	0.006130524
ENSOCUG00000023076	SFT2D2	SFT2 domain containing 2 	Source:HGNC Symbol;Acc:HGNC:25140	0.818907904	7.575856411	16.28195123	5.46E-05	0.0065578
ENSOCUG00000026917				1.262258057	4.510765612	16.24272219	5.57E-05	0.006661178
ENSOCUG00000017391	ERICH5	glutamate rich 5 	Source:HGNC Symbol;Acc:HGNC:26823	-1.916772962	3.085847451	16.1938765	5.72E-05	0.006800811
ENSOCUG00000000953	RMI2	RecQ mediated genome instability 2 	Source:HGNC Symbol;Acc:HGNC:28349	-3.029899617	-1.118055141	16.13085587	5.91E-05	0.006995734
ENSOCUG00000029695	FAM150A	family with sequence similarity 150 member A 	Source:HGNC Symbol;Acc:HGNC:33775	-5.210222845	-1.843088333	16.09720398	6.02E-05	0.007040849
ENSOCUG00000022291				-1.028459944	3.443330287	16.09007379	6.04E-05	0.007040849
ENSOCUG00000009680	HOMER1	homer scaffolding protein 1 	Source:HGNC Symbol;Acc:HGNC:17512	0.976038783	2.978394655	16.08513019	6.06E-05	0.007040849
ENSOCUG00000013716	MAPK3	mitogen-activated protein kinase 3 	Source:HGNC Symbol;Acc:HGNC:6877	-0.76393304	5.368468633	16.08117937	6.07E-05	0.007040849
ENSOCUG00000014076	DGKB	diacylglycerol kinase beta 	Source:HGNC Symbol;Acc:HGNC:2850	3.079215629	-0.472765579	16.05214657	6.16E-05	0.007114755
ENSOCUG00000009306	LARP6	La ribonucleoprotein domain family member 6 	Source:HGNC Symbol;Acc:HGNC:24012	-2.387294971	-1.082691268	15.95096398	6.50E-05	0.00746891
ENSOCUG00000017171	FGF21	fibroblast growth factor 21 	Source:HGNC Symbol;Acc:HGNC:3678	-3.965793421	4.428429729	15.9071467	6.65E-05	0.007606901
ENSOCUG00000011957	AURKB	aurora kinase B 	Source:HGNC Symbol;Acc:HGNC:11390	-2.627887203	0.897283401	15.88668709	6.73E-05	0.00765261
ENSOCUG00000010513	CEP55	centrosomal protein 55 	Source:HGNC Symbol;Acc:HGNC:1161	-2.427922505	0.649393661	15.86084872	6.82E-05	0.00772069
ENSOCUG00000000699	CENPE	centromere protein E 	Source:HGNC Symbol;Acc:HGNC:1856	-2.907937963	2.079518682	15.84741549	6.87E-05	0.007738664
ENSOCUG00000027378				-1.122723423	2.138642012	15.81483971	6.99E-05	0.007835729
ENSOCUG00000017861	LRAT	lecithin retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase) 	Source:HGNC Symbol;Acc:HGNC:6685	0.962114779	4.520560073	15.7451418	7.25E-05	0.008087567
ENSOCUG00000021523				7.555552345	-0.484258844	15.73714259	7.28E-05	0.008087567
ENSOCUG00000016650	DEPDC1B	DEP domain containing 1B 	Source:HGNC Symbol;Acc:HGNC:24902	-2.71469774	-0.301766433	15.60315407	7.81E-05	0.008605768
ENSOCUG00000018808				-2.182084129	2.227536551	15.60099684	7.82E-05	0.008605768
ENSOCUG00000021010	TUBB6	tubulin beta 6 class V 	Source:HGNC Symbol;Acc:HGNC:20776	-0.933500145	3.211265277	15.59323564	7.85E-05	0.008605768
ENSOCUG00000004959	HHIP	hedgehog interacting protein 	Source:HGNC Symbol;Acc:HGNC:14866	1.089184408	4.495993795	15.56554752	7.97E-05	0.008692476
ENSOCUG00000021739				-0.803616123	4.61346513	15.51900124	8.17E-05	0.008868283
ENSOCUG00000016570	SLCO1A2	solute carrier organic anion transporter family member 1A2 	Source:HGNC Symbol;Acc:HGNC:10956	1.663087777	5.128086695	15.4823567	8.33E-05	0.009000594
ENSOCUG00000004792	TATDN3	TatD DNase domain containing 3 	Source:HGNC Symbol;Acc:HGNC:27010	-0.694600766	3.792631712	15.36976683	8.84E-05	0.009509701
ENSOCUG00000001171	NUF2	"NUF2, NDC80 kinetochore complex component "	Source:HGNC Symbol;Acc:HGNC:14621	-2.980935154	2.240091208	15.33499748	9.00E-05	0.009603295
ENSOCUG00000010468	CSTF2	cleavage stimulation factor subunit 2 	Source:HGNC Symbol;Acc:HGNC:2484	0.668804668	2.850714718	15.3341647	9.01E-05	0.009603295
ENSOCUG00000005991				-2.477173198	1.901855034	15.32253461	9.06E-05	0.009619266
ENSOCUG00000017910				1.63251986	2.191154439	15.29162775	9.21E-05	0.00973429
ENSOCUG00000025493	ATP11A	ATPase phospholipid transporting 11A 	Source:HGNC Symbol;Acc:HGNC:13552	1.06785772	4.011106203	15.26678532	9.33E-05	0.009819323
ENSOCUG00000003379	NUP54	nucleoporin 54 	Source:HGNC Symbol;Acc:HGNC:17359	-1.294322949	4.606887559	15.21570677	9.59E-05	0.010043871
ENSOCUG00000003030	PARPBP	PARP1 binding protein 	Source:HGNC Symbol;Acc:HGNC:26074	-2.440693738	0.760160847	15.19497415	9.70E-05	0.010110014
ENSOCUG00000003047	CDKN3	cyclin dependent kinase inhibitor 3 	Source:HGNC Symbol;Acc:HGNC:1791	-2.491273476	2.482701318	15.1834337	9.76E-05	0.010127376
ENSOCUG00000000718	SLC1A2	solute carrier family 1 member 2 	Source:HGNC Symbol;Acc:HGNC:10940	1.37192535	4.320193031	15.16131038	9.87E-05	0.01017678
ENSOCUG00000024715				5.606427322	-1.609277967	15.15775406	9.89E-05	0.01017678
ENSOCUG00000016268	RCN1	reticulocalbin 1 	Source:HGNC Symbol;Acc:HGNC:9934	-0.733801602	5.243855348	15.13425616	0.00010013	0.01025962
ENSOCUG00000008775	AUTS2	autism susceptibility candidate 2 	Source:HGNC Symbol;Acc:HGNC:14262	1.423169403	3.159599779	15.11658158	0.000101072	0.010311483
ENSOCUG00000023318				2.81139149	3.345698185	15.07895682	0.000103106	0.010473918
ENSOCUG00000010449	ADORA2B	adenosine A2b receptor 	Source:HGNC Symbol;Acc:HGNC:264	-1.475663552	1.728283691	15.00289255	0.000107347	0.010858054
ENSOCUG00000021801				1.289717053	1.879730545	14.98035758	0.000108636	0.010930563
ENSOCUG00000009208	ACVR1C	activin A receptor type 1C 	Source:HGNC Symbol;Acc:HGNC:18123	1.788310305	0.596572862	14.9742729	0.000108987	0.010930563
ENSOCUG00000009681				1.270039397	5.901150148	14.95241447	0.000110257	0.010966825
ENSOCUG00000016709	PDRG1	p53 and DNA damage regulated 1 	Source:HGNC Symbol;Acc:HGNC:16119	-1.358036752	2.741618338	14.95210045	0.000110275	0.010966825
ENSOCUG00000014819	ZZEF1	zinc finger ZZ-type and EF-hand domain containing 1 	Source:HGNC Symbol;Acc:HGNC:29027	1.17914318	4.009248197	14.93035604	0.000111553	0.010998063
ENSOCUG00000027970	PTTG1IP	pituitary tumor-transforming 1 interacting protein 	Source:HGNC Symbol;Acc:HGNC:13524	-0.70032324	5.691897024	14.91941117	0.000112203	0.010998063
ENSOCUG00000002773	C3orf67	chromosome 3 open reading frame 67 	Source:HGNC Symbol;Acc:HGNC:24763	1.157049615	1.950345989	14.91669928	0.000112364	0.010998063
ENSOCUG00000027186	STYXL1	serine/threonine/tyrosine interacting like 1 	Source:HGNC Symbol;Acc:HGNC:18165	3.599958991	0.288916546	14.91528875	0.000112448	0.010998063
ENSOCUG00000000423				4.570128898	1.82317415	14.889472	0.000113997	0.011103724
ENSOCUG00000015509	NCAPG2	non-SMC condensin II complex subunit G2 	Source:HGNC Symbol;Acc:HGNC:21904	-1.914479932	3.337722978	14.86854199	0.000115269	0.011150823
ENSOCUG00000015269	ADAP2	ArfGAP with dual PH domains 2 	Source:HGNC Symbol;Acc:HGNC:16487	0.836564395	4.336677372	14.86602598	0.000115423	0.011150823
ENSOCUG00000008255	CENPM	centromere protein M 	Source:HGNC Symbol;Acc:HGNC:18352	-2.155305561	0.463918576	14.85275628	0.000116238	0.011183899
ENSOCUG00000011067		inter-alpha-trypsin inhibitor heavy chain H1 precursor  	Source:RefSeq peptide;Acc:NP_001076115	0.721534103	10.66001695	14.82123012	0.000118197	0.011326372
ENSOCUG00000008088				0.898685861	3.58238939	14.79703683	0.000119723	0.011426351
ENSOCUG00000006895	GFAP	glial fibrillary acidic protein 	Source:HGNC Symbol;Acc:HGNC:4235	3.003861113	-1.493270474	14.76617398	0.000121699	0.011512051
ENSOCUG00000001439	FAT1	FAT atypical cadherin 1 	Source:HGNC Symbol;Acc:HGNC:3595	1.094364531	5.323243935	14.76347994	0.000121873	0.011512051
ENSOCUG00000029520	UBE2I	ubiquitin conjugating enzyme E2 I 	Source:HGNC Symbol;Acc:HGNC:12485	-1.146780939	6.486688284	14.76027304	0.000122081	0.011512051
ENSOCUG00000001873	DGKD	diacylglycerol kinase delta 	Source:HGNC Symbol;Acc:HGNC:2851	0.88161138	5.172151972	14.74584874	0.000123018	0.011545293
ENSOCUG00000017764	VEGFD	vascular endothelial growth factor D 	Source:HGNC Symbol;Acc:HGNC:3708	-1.172980319	2.814300909	14.73987239	0.000123409	0.011545293
ENSOCUG00000006054	GINS3	GINS complex subunit 3 	Source:HGNC Symbol;Acc:HGNC:25851	-4.365889775	0.209698417	14.68542797	0.000127025	0.011836791
ENSOCUG00000005820	RRM2	ribonucleotide reductase regulatory subunit M2 	Source:HGNC Symbol;Acc:HGNC:10452	-2.526221852	3.104265214	14.6742188	0.000127782	0.011860692
ENSOCUG00000001816	PLCE1	phospholipase C epsilon 1 	Source:HGNC Symbol;Acc:HGNC:17175	1.344772383	1.439193429	14.66615818	0.00012833	0.011864992
ENSOCUG00000004033	C1orf74	chromosome 1 open reading frame 74 	Source:HGNC Symbol;Acc:HGNC:26319	1.204082275	-0.031257314	14.59729454	0.000133106	0.01221301
ENSOCUG00000014109	CDCA2	cell division cycle associated 2 	Source:HGNC Symbol;Acc:HGNC:14623	-2.554600192	1.037055547	14.59700603	0.000133126	0.01221301
ENSOCUG00000000031	PBK	PDZ binding kinase 	Source:HGNC Symbol;Acc:HGNC:18282	-3.20105035	1.036730718	14.57812741	0.000134466	0.01227688
ENSOCUG00000009489	ARHGAP11A	Rho GTPase activating protein 11A 	Source:HGNC Symbol;Acc:HGNC:15783	-2.431359152	1.925684992	14.57262589	0.000134859	0.01227688
ENSOCUG00000024067				6.37319647	-0.801101658	14.54099222	0.000137143	0.012436904
ENSOCUG00000001488	IRAK1BP1	interleukin 1 receptor associated kinase 1 binding protein 1 	Source:HGNC Symbol;Acc:HGNC:17368	-1.295557088	0.81008473	14.51236948	0.000139242	0.012578199
ENSOCUG00000017564	ENTPD8	ectonucleoside triphosphate diphosphohydrolase 8 	Source:HGNC Symbol;Acc:HGNC:24860	0.866226045	6.103733592	14.50532824	0.000139764	0.012578199
ENSOCUG00000023560				-3.124733154	-0.290098415	14.49133624	0.000140806	0.012598245
ENSOCUG00000003287	TMEM258	transmembrane protein 258 	Source:HGNC Symbol;Acc:HGNC:1164	-0.960362947	5.40710011	14.48550672	0.000141242	0.012598245
ENSOCUG00000001886	KIAA0930	KIAA0930 	Source:HGNC Symbol;Acc:HGNC:1314	-1.310944101	4.234964677	14.48096263	0.000141583	0.012598245
ENSOCUG00000007480	CLIC2	chloride intracellular channel 2 	Source:HGNC Symbol;Acc:HGNC:2063	-1.04244755	3.576235496	14.46283456	0.000142952	0.012672437
ENSOCUG00000004870	IL1RAP	interleukin 1 receptor accessory protein 	Source:HGNC Symbol;Acc:HGNC:5995	0.699596135	6.091956384	14.44885268	0.000144018	0.012719222
ENSOCUG00000016778	ZBBX	zinc finger B-box domain containing 	Source:HGNC Symbol;Acc:HGNC:26245	-5.989149811	-1.521614583	14.40912807	0.000147088	0.012942069
ENSOCUG00000001302	MICALCL	MICAL C-terminal like 	Source:HGNC Symbol;Acc:HGNC:25933	1.189741186	-0.552749426	14.34604912	0.000152099	0.013333408
ENSOCUG00000017043	CDCA8	cell division cycle associated 8 	Source:HGNC Symbol;Acc:HGNC:14629	-2.150397145	1.884022843	14.33171877	0.000153261	0.013385709
ENSOCUG00000023303				2.711608176	0.091672196	14.31469517	0.000154653	0.013457643
ENSOCUG00000015681	RACGAP1	Rac GTPase activating protein 1 	Source:HGNC Symbol;Acc:HGNC:9804	-2.118657315	2.705224379	14.29577359	0.000156215	0.013543803
ENSOCUG00000009997				-1.113268968	1.74322851	14.2701914	0.000158353	0.013679028
ENSOCUG00000007893	GPAM	"glycerol-3-phosphate acyltransferase, mitochondrial "	Source:HGNC Symbol;Acc:HGNC:24865	1.954110706	6.183458788	14.25987353	0.000159223	0.013704206
ENSOCUG00000001289	Sep-11	septin 11 	Source:HGNC Symbol;Acc:HGNC:25589	0.773151259	4.893790709	14.1636155	0.00016758	0.014371194
ENSOCUG00000001888	H2AFZ	H2A histone family member Z 	Source:HGNC Symbol;Acc:HGNC:4741	-1.236873198	4.330515966	14.15488798	0.000168359	0.014385082
ENSOCUG00000029029				1.648158768	-0.588612041	14.14821429	0.000168957	0.014385082
ENSOCUG00000004895	ADAMTSL1	ADAMTS like 1 	Source:HGNC Symbol;Acc:HGNC:14632	0.907303692	2.319453413	14.10973608	0.000172449	0.014629722
ENSOCUG00000010549				-1.411903373	2.171286031	14.07703711	0.000175473	0.01483311
ENSOCUG00000014859	RERE	arginine-glutamic acid dipeptide repeats 	Source:HGNC Symbol;Acc:HGNC:9965	0.954923315	4.187167282	14.06640347	0.000176468	0.014864126
ENSOCUG00000023317	ACTN3	actinin alpha 3 (gene/pseudogene) 	Source:HGNC Symbol;Acc:HGNC:165	1.136797675	0.910404366	14.02531536	0.000180366	0.015138585
ENSOCUG00000003696	PCNX1	pecanex homolog 1 (Drosophila) 	Source:HGNC Symbol;Acc:HGNC:19740	1.378650347	4.741350419	14.01656946	0.000181207	0.015145906
ENSOCUG00000009071	KIF24	kinesin family member 24 	Source:HGNC Symbol;Acc:HGNC:19916	-2.475405796	-0.560806869	14.01111729	0.000181733	0.015145906
ENSOCUG00000017126	ARHGAP35	Rho GTPase activating protein 35 	Source:HGNC Symbol;Acc:HGNC:4591	0.82811299	6.275905972	13.9918532	0.000183604	0.015248188
ENSOCUG00000029082				-1.231808872	10.41875838	13.97184178	0.000185569	0.015357466
ENSOCUG00000015003	MFSD8	major facilitator superfamily domain containing 8 	Source:HGNC Symbol;Acc:HGNC:28486	1.078600925	3.309882586	13.9560665	0.000187133	0.015432914
ENSOCUG00000016204	CKS1B	CDC28 protein kinase regulatory subunit 1B 	Source:HGNC Symbol;Acc:HGNC:19083	-2.026475542	1.485695814	13.91761563	0.000191	0.015697148
ENSOCUG00000004748				-1.138355788	4.058201367	13.89002541	0.000193824	0.01587415
ENSOCUG00000008765	CKAP2L	cytoskeleton associated protein 2 like 	Source:HGNC Symbol;Acc:HGNC:26877	-2.605528337	1.433554321	13.86423459	0.000196503	0.016032382
ENSOCUG00000008758	TEAD2	TEA domain transcription factor 2 	Source:HGNC Symbol;Acc:HGNC:11715	-1.18846415	1.037381422	13.85794437	0.000197161	0.016032382
ENSOCUG00000006446	CBR4	carbonyl reductase 4 	Source:HGNC Symbol;Acc:HGNC:25891	1.249607058	1.12255088	13.83127709	0.000199979	0.016032382
ENSOCUG00000005061				2.116055551	4.359426682	13.83063842	0.000200047	0.016032382
ENSOCUG00000002269	RAD51C	RAD51 paralog C 	Source:HGNC Symbol;Acc:HGNC:9820	0.983984349	1.337278818	13.82872306	0.000200251	0.016032382
ENSOCUG00000002436	TEX30	testis expressed 30 	Source:HGNC Symbol;Acc:HGNC:25188	-0.908641074	4.254894551	13.82777943	0.000200352	0.016032382
ENSOCUG00000001040	NEIL3	nei like DNA glycosylase 3 	Source:HGNC Symbol;Acc:HGNC:24573	-2.738684998	0.229588489	13.81736534	0.000201466	0.016032382
ENSOCUG00000015430	TRIM72	tripartite motif containing 72 	Source:HGNC Symbol;Acc:HGNC:32671	4.680155562	-2.346429752	13.8158868	0.000201624	0.016032382
ENSOCUG00000016710	CD99L2	CD99 molecule like 2 	Source:HGNC Symbol;Acc:HGNC:18237	0.821629614	3.703506297	13.81375874	0.000201853	0.016032382
ENSOCUG00000012645	MECR	mitochondrial trans-2-enoyl-CoA reductase 	Source:HGNC Symbol;Acc:HGNC:19691	-0.89062165	4.679057368	13.80652355	0.000202631	0.016039182
ENSOCUG00000000956	ZFYVE9	zinc finger FYVE-type containing 9 	Source:HGNC Symbol;Acc:HGNC:6775	0.737252195	3.954615402	13.80039451	0.000203294	0.016039182
ENSOCUG00000025992				2.342530764	-1.783869523	13.76832343	0.000206794	0.016261137
ENSOCUG00000009376	MAML3	mastermind like transcriptional coactivator 3 	Source:HGNC Symbol;Acc:HGNC:16272	1.424992946	-0.0762498	13.75301954	0.000208485	0.016339872
ENSOCUG00000017760	ANXA5	annexin A5 	Source:HGNC Symbol;Acc:HGNC:543	-1.024337143	5.270194252	13.72042325	0.000212135	0.016571039
ENSOCUG00000012655	ATRN	attractin 	Source:HGNC Symbol;Acc:HGNC:885	0.922422297	5.380780784	13.69009514	0.000215589	0.016710399
ENSOCUG00000014920	SPRY1	sprouty RTK signaling antagonist 1 	Source:HGNC Symbol;Acc:HGNC:11269	0.958985385	3.920800389	13.68659045	0.000215991	0.016710399
ENSOCUG00000027371				-2.48073788	1.035035825	13.68619198	0.000216037	0.016710399
ENSOCUG00000014100				0.822733222	4.611303109	13.67387073	0.000217459	0.016734166
ENSOCUG00000005349	GFM2	G elongation factor mitochondrial 2 	Source:HGNC Symbol;Acc:HGNC:29682	0.781669134	4.216777335	13.67128927	0.000217758	0.016734166
ENSOCUG00000029103		Cytochrome c oxidase subunit 3  	Source:UniProtKB/Swiss-Prot;Acc:O79433	-0.831509737	13.24740505	13.63783462	0.000221673	0.01697986
ENSOCUG00000008785	IGF2R	insulin like growth factor 2 receptor 	Source:HGNC Symbol;Acc:HGNC:5467	0.949360674	5.585672368	13.62004578	0.000223783	0.01708621
ENSOCUG00000002814	TOP2A	topoisomerase (DNA) II alpha 	Source:HGNC Symbol;Acc:HGNC:11989	-2.424516066	3.867133828	13.59913317	0.00022629	0.017222051
ENSOCUG00000022708				-4.016210422	-1.112806982	13.57104958	0.000229701	0.017425611
ENSOCUG00000023898	CCDC8	coiled-coil domain containing 8 	Source:HGNC Symbol;Acc:HGNC:25367	3.241085871	-0.329296629	13.52545717	0.000235349	0.017719636
ENSOCUG00000006403	CLDN5	claudin 5 	Source:HGNC Symbol;Acc:HGNC:2047	-1.292237984	2.591457418	13.5222173	0.000235756	0.017719636
ENSOCUG00000029669	HACD4	3-hydroxyacyl-CoA dehydratase 4 	Source:HGNC Symbol;Acc:HGNC:20920	-1.343445598	1.453998611	13.52168483	0.000235823	0.017719636
ENSOCUG00000026921				1.49221535	1.027485544	13.51493076	0.000236673	0.017727247
ENSOCUG00000010725	FIGNL1	fidgetin like 1 	Source:HGNC Symbol;Acc:HGNC:13286	-1.610529128	0.200090498	13.49810448	0.000238805	0.017830489
ENSOCUG00000011860	APAF1	apoptotic peptidase activating factor 1 	Source:HGNC Symbol;Acc:HGNC:576	0.783852033	3.524943363	13.48605605	0.000240343	0.017850841
ENSOCUG00000003482	PLXNA2	plexin A2 	Source:HGNC Symbol;Acc:HGNC:9100	0.885320214	4.807784041	13.48416249	0.000240585	0.017850841
ENSOCUG00000026630				1.041705821	1.647550595	13.4742643	0.000241858	0.017889178
ENSOCUG00000029530	CENPH	centromere protein H 	Source:HGNC Symbol;Acc:HGNC:17268	-1.369625207	3.240790106	13.44971939	0.000245043	0.017934125
ENSOCUG00000021734	SPDYA	speedy/RINGO cell cycle regulator family member A 	Source:HGNC Symbol;Acc:HGNC:30613	-5.503448451	-2.40595462	13.44811356	0.000245253	0.017934125
ENSOCUG00000006567	FBXL18	F-box and leucine rich repeat protein 18 	Source:HGNC Symbol;Acc:HGNC:21874	0.808255725	3.157672481	13.44633023	0.000245486	0.017934125
ENSOCUG00000000682	CCNK	cyclin K 	Source:HGNC Symbol;Acc:HGNC:1596	0.566700273	5.026641923	13.44624922	0.000245497	0.017934125
ENSOCUG00000004384	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13 	Source:HGNC Symbol;Acc:HGNC:1366	1.116267606	4.949535082	13.43626818	0.000246806	0.017974318
ENSOCUG00000000634	ERI1	exoribonuclease 1 	Source:HGNC Symbol;Acc:HGNC:23994	-0.852621482	3.063526521	13.38430137	0.000253739	0.018422552
ENSOCUG00000023878	SYNE1	spectrin repeat containing nuclear envelope protein 1 	Source:HGNC Symbol;Acc:HGNC:17089	1.209904576	4.780548401	13.37788771	0.000254608	0.018429126
ENSOCUG00000001173				1.436634717	1.848909796	13.35343188	0.00025795	0.018614091
ENSOCUG00000017799	TNR	tenascin R 	Source:HGNC Symbol;Acc:HGNC:11953	3.914598494	-2.386016599	13.32453535	0.000261956	0.01884569
ENSOCUG00000013508	IL17RB	interleukin 17 receptor B 	Source:HGNC Symbol;Acc:HGNC:18015	1.730653301	-0.779119476	13.30752848	0.000264343	0.018924239
ENSOCUG00000029099		Cytochrome c oxidase subunit 2  	Source:UniProtKB/Swiss-Prot;Acc:P98049	-0.789024776	12.95045959	13.30537245	0.000264647	0.018924239
ENSOCUG00000024128				0.841340944	6.251878196	13.26985389	0.000269708	0.019228084
ENSOCUG00000012322	MDFI	MyoD family inhibitor 	Source:HGNC Symbol;Acc:HGNC:6967	-3.009106953	2.098033454	13.24933965	0.000272676	0.019372759
ENSOCUG00000013658				-3.881277033	-0.394065011	13.24027412	0.000273998	0.019372759
ENSOCUG00000013801	SHCBP1	SHC binding and spindle associated 1 	Source:HGNC Symbol;Acc:HGNC:29547	-1.883869696	0.921707221	13.23893942	0.000274193	0.019372759
ENSOCUG00000027582				1.083972446	0.882088174	13.22053973	0.000276898	0.019505642
ENSOCUG00000009796	AQP9	aquaporin 9 	Source:HGNC Symbol;Acc:HGNC:643	0.670304829	9.026448902	13.21185431	0.000278184	0.019538093
ENSOCUG00000003173				0.644425976	3.627304361	13.18585681	0.00028207	0.019752398
ENSOCUG00000000301	NDE1	nudE neurodevelopment protein 1 	Source:HGNC Symbol;Acc:HGNC:17619	-1.078122075	1.964079137	13.17127307	0.000284274	0.019847996
ENSOCUG00000012440	PRRG4	proline rich and Gla domain 4 	Source:HGNC Symbol;Acc:HGNC:30799	1.19887878	4.202494673	13.1456648	0.000288185	0.020061931
ENSOCUG00000012642	STK32B	serine/threonine kinase 32B 	Source:HGNC Symbol;Acc:HGNC:14217	3.573850075	-0.208303663	13.13565008	0.00028973	0.020110302
ENSOCUG00000008177				5.535587236	0.089587402	13.12358496	0.000291602	0.020174118
ENSOCUG00000011078	CDK6	cyclin dependent kinase 6 	Source:HGNC Symbol;Acc:HGNC:1777	1.082066716	2.090261751	13.11736395	0.000292571	0.020174118
ENSOCUG00000029463				4.528442121	-2.98792549	13.11330377	0.000293206	0.020174118
ENSOCUG00000009725	AWAT1	acyl-CoA wax alcohol acyltransferase 1 	Source:HGNC Symbol;Acc:HGNC:23252	2.141481507	1.496371616	13.09391047	0.000296257	0.020324965
ENSOCUG00000003903	CENPU	centromere protein U 	Source:HGNC Symbol;Acc:HGNC:21348	-1.352061014	4.35327886	13.07295582	0.00029959	0.020494207
ENSOCUG00000015125				0.824407497	4.673047019	13.04742209	0.000303702	0.020671494
ENSOCUG00000002763	KIF1B	kinesin family member 1B 	Source:HGNC Symbol;Acc:HGNC:16636	1.124198484	4.007186384	13.04279562	0.000304453	0.020671494
ENSOCUG00000021533	LTC4S	leukotriene C4 synthase 	Source:HGNC Symbol;Acc:HGNC:6719	-1.029280954	2.487527082	13.03567514	0.000305613	0.020671494
ENSOCUG00000014733	ASPM	abnormal spindle microtubule assembly 	Source:HGNC Symbol;Acc:HGNC:19048	-2.39795906	1.596540615	13.03529505	0.000305675	0.020671494
ENSOCUG00000010181	ARHGEF39	Rho guanine nucleotide exchange factor 39 	Source:HGNC Symbol;Acc:HGNC:25909	-3.377914144	0.225233525	13.0158275	0.000308869	0.020786303
ENSOCUG00000015089	GRASP	general receptor for phosphoinositides 1 associated scaffold protein 	Source:HGNC Symbol;Acc:HGNC:18707	-0.933303107	1.808850921	13.01137563	0.000309604	0.020786303
ENSOCUG00000017492	CENPF	centromere protein F 	Source:HGNC Symbol;Acc:HGNC:1857	-2.640196163	2.766991155	13.00626269	0.000310451	0.020786303
ENSOCUG00000017626	ITGAV	integrin subunit alpha V 	Source:HGNC Symbol;Acc:HGNC:6150	1.380044528	3.341999587	13.00364277	0.000310886	0.020786303
ENSOCUG00000015585	OTOF	otoferlin 	Source:HGNC Symbol;Acc:HGNC:8515	4.878686398	-1.8200995	12.99109368	0.000312976	0.020852043
ENSOCUG00000026421				0.698281996	5.112594156	12.9810745	0.000314655	0.020852043
ENSOCUG00000004525	NDUFAF2	NADH:ubiquinone oxidoreductase complex assembly factor 2 	Source:HGNC Symbol;Acc:HGNC:28086	2.864631576	1.329699556	12.97852539	0.000315084	0.020852043
ENSOCUG00000005109	MMP19	matrix metallopeptidase 19 	Source:HGNC Symbol;Acc:HGNC:7165	0.894672891	5.968825133	12.97669168	0.000315393	0.020852043
ENSOCUG00000023229				1.002440119	1.446520062	12.96353839	0.000317616	0.020940559
ENSOCUG00000007753	THY1	Thy-1 cell surface antigen 	Source:HGNC Symbol;Acc:HGNC:11801	-1.070339548	2.962434673	12.95534677	0.000319009	0.020973962
ENSOCUG00000023448				1.530296578	1.360214651	12.94250839	0.000321204	0.021059793
ENSOCUG00000007763		voltage-dependent calcium channel subunit alpha-2/delta-1 preproprotein  	Source:RefSeq peptide;Acc:NP_001075745	2.346536441	2.643821435	12.92912902	0.000323508	0.021152258
ENSOCUG00000009625	ATP8B1	ATPase phospholipid transporting 8B1 	Source:HGNC Symbol;Acc:HGNC:3706	0.859382114	5.479919334	12.9232144	0.000324532	0.021160743
ENSOCUG00000013478	HTRA1	HtrA serine peptidase 1 	Source:HGNC Symbol;Acc:HGNC:9476	-0.907979971	2.920570864	12.91500164	0.000325959	0.021195402
ENSOCUG00000016722	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 	Source:HGNC Symbol;Acc:HGNC:14436	0.948576318	4.210095998	12.88755574	0.000330774	0.02144957
ENSOCUG00000024819				-2.61736098	-0.484693353	12.85331457	0.000336882	0.021785956
ENSOCUG00000007231	EMCN	endomucin 	Source:HGNC Symbol;Acc:HGNC:16041	-0.791540764	3.046805223	12.83940921	0.000339395	0.02188865
ENSOCUG00000004055	WDR86	WD repeat domain 86 	Source:HGNC Symbol;Acc:HGNC:28020	-2.218594281	-1.083200175	12.82879102	0.000341326	0.021953398
ENSOCUG00000003425	GLG1	golgi glycoprotein 1 	Source:HGNC Symbol;Acc:HGNC:4316	0.621986344	5.598997923	12.81762742	0.000343369	0.021958779
ENSOCUG00000006305	LIG3	DNA ligase 3 	Source:HGNC Symbol;Acc:HGNC:6600	0.92718774	3.77045971	12.81076427	0.000344631	0.021958779
ENSOCUG00000029084				-1.322669151	9.937443819	12.80867354	0.000345016	0.021958779
ENSOCUG00000006381	LY86	lymphocyte antigen 86 	Source:HGNC Symbol;Acc:HGNC:16837	-1.389163862	2.240021012	12.8081055	0.000345121	0.021958779
ENSOCUG00000010051	APLP2	amyloid beta precursor like protein 2 	Source:HGNC Symbol;Acc:HGNC:598	0.513459631	6.381215444	12.78697194	0.000349042	0.022136141
ENSOCUG00000006806	ZWINT	ZW10 interacting kinetochore protein 	Source:HGNC Symbol;Acc:HGNC:13195	-2.741878808	-0.853009937	12.78302474	0.000349779	0.022136141
ENSOCUG00000013162	Mar-02	mitochondrial amidoxime reducing component 2 	Source:HGNC Symbol;Acc:HGNC:26064	0.815033983	8.531125732	12.76364992	0.000353421	0.022296897
